Timestamp,AF3 Value,AF3 Quality,AF4 Value,AF4 Quality,F3 Value,F3 Quality,F4 Value,F4 Quality,F7 Value,F7 Quality,F8 Value,F8 Quality
2017-03-09 18:13:27.931427,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.931600,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.931662,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.931700,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.931736,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.931772,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.935214,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.940163,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.962677,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.962748,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.962793,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.974030,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.981888,-2736,0,-2053,0,-1663,0,2749,0,-5439,0,-5919,0
2017-03-09 18:13:27.998487,110,0,-7873,0,-6827,0,-2967,0,5777,0,4135,14927
2017-03-09 18:13:28.002676,110,0,-7873,0,-6827,0,-2967,0,5777,0,4135,14927
2017-03-09 18:13:28.031366,-4569,0,6596,0,-2807,0,-1984,0,-7887,0,2950,14927
2017-03-09 18:13:28.031554,-4569,0,6596,0,-2807,0,-1984,0,-7887,0,2950,14927
2017-03-09 18:13:28.031707,-4569,0,6596,0,-2807,0,-1984,0,-7887,0,2950,14927
2017-03-09 18:13:28.058085,-4569,0,6596,0,-2807,0,-1984,0,-7887,0,2950,14927
2017-03-09 18:13:28.058284,-4569,0,6596,0,-2807,0,-1984,0,-7887,0,2950,14927
2017-03-09 18:13:28.091677,-4569,0,6596,0,-2807,0,-1984,0,-7887,0,2950,14927
